"3487108","28971","6",,"7"
"1141723","12231","9","D","5"
"1170931","12816","7",,"5"
"3485683","36246","3",,"16"
"1341230","18016","6",,"8"
"3488128","11852","8",,"2"
"1932595","33070","2",,"10"
"3491142","24770","9",,"4"
"929380","4038","6",,"5"
"1852505","33345","5",,"5"
"3489304","18119","9",,"3"
"1773803","32131","6",,"4"
"1931732","32207","2",,"30"
"3500306","28033","8",,"6"
"1377182","19672","8",,"4"
"1931844","32319","2",,"67"
"927384","3998","10",,"10"
"3493343","20494","10","D","1"
"1567583","28281","9",,"7"
"3411600","34338","7",,"3"
"1285132","15101","8",,"1"
"3480164","35977","4",,"21"
"1005280","5556","6",,"7"
"896084","3372","10",,"5"
"1004532","5541","8",,"26"
"2169216","33790","Anganwadi Class",,"38"
"1605433","29038","9",,"16"
"3486744","25324","6",,"29"
"1957910","33434","4",,"7"
"3418665","34809","7",,"2"
"1312083","17433","9",,"12"
"1454081","24167","7",,"6"
"1420333","20535","9",,"8"
"1041381","7048","7",,"1"
"1341231","18016","7",,"7"
"3488413","32701","9","D","2"
"1240731","14212","7",,"31"
"3493878","28559","10",,"5"
"979432","5039","8",,"5"
"3488606","31718","9",,"1"
"1317480","17541","6",,"3"
"989330","5237","6",,"8"
"1774161","32489","6",,"36"
"3501436","6423","8",,"4"
"1245730","14312","6",,"15"
"1497331","25032","7",,"3"
"2171823","34018","Anganwadi Class",,"25"
"1167932","12756","8",,"4"
"2169468","30970","Anganwadi Class",,"31"
"3421917","35026","6",,"2"
"1262277","14643","3",,"35"
"1747096","33206","3",,"10"
"972284","4896","10",,"7"
"1117382","11745","8",,"1"
"1157480","12547","6",,"3"
"1642851","30065","10",,"13"
"896634","3383","10",,"36"
"1589831","28726","7",,"2"
"1747804","32439","3",,"7"
"3490916","19873","9","A","1"
"1385502","19838","8","B","20"
"3490819","17439","9",,"3"
"3487276","18366","7",,"2"
"1773756","33436","6",,"3"
"1826417","32121","8",,"6"
"1268682","14771","8",,"6"
"1131780","12033","6",,"8"
"3490985","4987","9",,"4"
"859682","2644","8",,"5"
"1553934","28008","10",,"18"
"3445625","35298","7",,"6"
"1274180","14881","6",,"5"
"964601","4742","7","B","18"
"1053082","10384","8",,"1"
"1402133","20171","9",,"3"
"1075480","10832","6",,"3"
"2169727","30719","Anganwadi Class",,"20"
"1569183","28313","9",,"6"
"894581","3342","7",,"8"
"1377381","19676","7",,"11"
"1529634","25678","10",,"10"
"3493406","20228","10",,"8"
"920431","3859","7",,"4"
"962981","4710","7",,"4"
"3493247","17707","10",,"3"
"3493552","20415","10",,"4"
"837033","2191","9",,"8"
"2169783","31327","Anganwadi Class",,"27"
"3488673","31683","9",,"8"
"1159234","12582","10",,"9"
"1639919","29980","6",,"2"
"3486262","36663","Anganwadi Class",,"15"
"1826461","32165","8",,"48"
"3440783","35164","6",,"26"
"1681136","31648","6",,"1"
"1958105","32277","4",,"70"
"1384940","19827","6","A","1"
"1852257","33132","5",,"4"
"3499990","17409","8",,"1"
"1548782","27905","8",,"7"
"3439205","35120","8",,"55"
"865931","2769","7",,"10"
"1152080","12439","6",,"1"
"1958629","32801","4",,"24"
"3501226","36274","8",,"35"
"1065981","10642","7",,"3"
"1214933","13696","9",,"3"
"1747130","33240","3",,"16"
"1685484","31911","8",,"1"
"3414015","34499","7",,"4"
"1095381","11230","7",,"5"
"1502982","25145","8",,"7"
"1391930","19967","6",,"7"
"1395280","20034","6",,"9"
"857231","2595","7",,"11"
"1598033","28890","9",,"10"
"3488858","17726","9",,"1"
"1382731","19783","7",,"4"
"1262478","14647","4",,"26"
"1225430","13906","6",,"22"
"928283","4016","9",,"7"
"3493657","20307","10",,"18"
"1163781","12673","7",,"2"
"1473780","24561","6",,"5"
"1958149","32321","4",,"6"
"1080532","10933","8",,"1"
"1438731","23860","7",,"7"
"1491884","24923","10",,"25"
"1005431","5559","7",,"11"
"3472048","35420","5",,"18"
"1639948","29784","6",,"10"
"3420915","34959","7",,"2"
"1905974","32752","9",,"27"
"1169529","12788","5",,"2"
"1125681","11911","7",,"17"
"1906169","32947","9",,"6"
"1418880","20506","6",,"4"
"1078980","10902","6",,"4"
"1880004","33095","7",,"6"
"1531430","25714","6",,"5"
"1622081","29371","7",,"3"
"1329231","17776","7",,"9"
"1371230","18616","6",,"2"
"823782","1926","8",,"3"
"1905734","32513","9",,"34"
"1323634","17664","10",,"5"
"1389481","19918","7",,"9"
"3494265","33036","10",,"2"
"1399181","20112","7",,"14"
"1303030","17252","6",,"4"
"1388034","19889","10",,"4"
"1906130","32908","9",,"35"
"1227031","13938","7",,"7"
"1395083","20030","9",,"4"
"3482147","36043","5",,"12"
"1640147","29962","6",,"14"
"1750184","33299","6","B","11"
"1672040","31088","6",,"1"
"1853033","32433","5",,"34"
"3487298","7115","7",,"4"
"1540880","27747","6",,"10"
"1549530","27920","6",,"5"
"1315230","17496","6",,"5"
"1419182","20512","8",,"3"
"1263882","14675","8",,"6"
"3493717","3078","10","D","27"
"1502984","25145","10",,"8"
"1672057","31239","6",,"7"
"2168617","31463","Anganwadi Class",,"20"
"1554580","28021","6",,"3"
"1255032","14498","8",,"15"
"3486535","35394","5","A","31"
"1271282","14823","8",,"8"
"1175479","12907","5",,"2"
"1681402","31629","6",,"6"
"822031","1891","7",,"7"
"1398582","20100","8",,"10"
"1055130","10425","6",,"10"
"1388334","19895","10",,"7"
"1640220","29971","6",,"1"
"1273783","14873","9",,"6"
"1247133","14340","9",,"6"
"3489844","18600","9",,"5"
"1208032","13558","8",,"1"
"1689645","31840","7",,"2"
"3491122","28949","9",,"3"
"1059430","10511","6",,"5"
"1642886","29867","10",,"2"
"1433883","23763","9",,"23"
"3418635","34807","7",,"21"
"820381","1858","7",,"7"
"869381","2838","7",,"4"
"1591584","28761","10",,"1"
"1417834","20485","10",,"4"
"1484230","24770","6",,"5"
"1931832","32307","2",,"4"
"1210131","13600","7",,"12"
"1111030","11618","6",,"3"
"3500267","17695","8",,"2"
"1879082","32173","7",,"15"
"3499180","17988","10",,"3"
"1267681","14751","7",,"22"
"3499150","23997","10",,"2"
"1640034","30007","6",,"7"
"3492549","12569","9",,"3"
"1747787","32422","3",,"36"
"1612033","29170","9",,"9"
"984382","5138","8",,"13"
"1172333","12844","9",,"7"
"1186181","13121","7",,"4"
"3493874","2229","10","B","2"
"1438781","23861","7",,"2"
"1025532","6731","8",,"13"
"1622234","29374","10",,"6"
"887981","3210","7",,"6"
"1399584","20120","10",,"13"
"1879418","32509","7",,"6"
"3486003","36424","Anganwadi Class",,"24"
"3485496","36185","3",,"7"
"1107830","11554","6",,"20"
"3492904","6815","9",,"3"
"1674938","31709","6",,"2"
"825831","1967","7",,"4"
"1932443","32918","2",,"9"
"1879545","32636","7",,"31"
"3471277","35394","8",,"59"
"1934346","33301","4","B","12"
"3494066","2069","10",,"1"
"905380","3558","6",,"4"
"1439083","23867","9",,"6"
"1250984","14417","10",,"13"
"1078081","10884","7",,"8"
"1430382","23693","8",,"18"
"3487750","32660","7",,"1"
"3489570","11164","9",,"3"
"3500618","17459","8",,"1"
"1879841","32932","7",,"17"
"3491133","2005","9",,"1"
"1958869","33041","4",,"18"
"1470784","24501","10",,"8"
"1560430","28138","6",,"4"
"1376083","19650","9",,"3"
"1089531","11113","7",,"5"
"862893","2708","9","A","15"
"1408482","20298","8",,"7"
"1418320","20494","6","D","1"
"1521280","25511","6",,"19"
"1125231","11902","7",,"33"
"3487692","4749","7","A","3"
"1747535","32170","3",,"63"
"3488756","32460","9","B","25"
"1567581","28281","7",,"11"
"863383","2718","9",,"4"
"1566681","28263","7",,"8"
"1569383","28317","9",,"9"
"3489306","20097","9",,"5"
"1345430","18100","6",,"4"
"3500067","17346","8",,"4"
"1852440","33280","5",,"18"
"1144680","12291","6",,"4"
"1001580","5482","6",,"26"
"1385002","19828","8","B","7"
"1197530","13348","6",,"2"
"3479747","35963","5",,"5"
"1403181","20192","7",,"15"
"1312080","17433","6",,"5"
"1747982","32617","3",,"12"
"1107581","11549","7",,"8"
"1854217","32133","7","A","48"
"1111832","11634","8",,"4"
"1506633","25218","9",,"11"
"3437384","35111","Anganwadi Class",,"18"
"1264980","14697","6",,"16"
"1825940","33127","8",,"14"
"1879645","32736","7",,"11"
"1488231","24850","7",,"8"
"1685431","31622","8",,"1"
"1167731","12752","7",,"3"
"1878790","33327","7",,"10"
"1853192","32592","5",,"34"
"3486123","36543","Anganwadi Class",,"31"
"819030","1831","6",,"11"
"1958638","32810","4",,"8"
"3493260","20237","10",,"1"
"1073980","10802","6",,"25"
"3488306","33487","9",,"4"
"1132480","12047","6",,"2"
"1591081","28751","7",,"1"
"1319631","17584","7",,"2"
"3487669","25684","7",,"3"
"844590","2342","6","A","29"
"849103","2432","9","B","6"
"1826036","33223","8",,"20"
"1853654","33054","5",,"25"
"1023780","6696","6",,"6"
"1432180","23729","6",,"2"
"1010580","6432","6",,"7"
"912280","3696","6",,"7"
"1618684","29303","10",,"5"
"1852346","33221","5",,"19"
"1382380","19776","6",,"4"
"3439691","35133","4",,"20"
"3492923","29727","9",,"2"
"916781","3786","7",,"35"
"3490000","20467","9",,"4"
"1391783","19964","9",,"5"
"1126981","11937","7",,"2"
"1773823","32151","6",,"23"
"1827223","32926","8",,"60"
"1382184","19772","10",,"7"
"1017882","6578","8",,"1"
"1138631","12170","7",,"3"
"1826941","32645","8",,"20"
"1375931","19647","7",,"13"
"1122431","11846","7",,"4"
"1418479","20498","5",,"1"
"1498380","25053","6",,"26"
"1683522","31866","10",,"3"
"3487094","5279","6","B","11"
"820780","1866","6",,"6"
"838851","2227","7","B","5"
"1773816","32144","6",,"22"
"1774114","32442","6",,"13"
"1229234","13982","10",,"16"
"857882","2608","8",,"6"
"938030","4211","6",,"2"
"1031480","6850","6",,"9"
"1000030","5451","6",,"24"
"1747920","32555","3",,"35"
"3493012","30183","9",,"1"
"1590133","28732","9",,"1"
"1130633","12010","9",,"6"
"1327730","17746","6",,"7"
"922534","3901","10",,"3"
"1852810","32210","5",,"13"
"3500640","19705","8",,"2"
"3488224","31972","9",,"47"
"1218583","13769","9",,"2"
"3479651","35960","3",,"5"
"900180","3454","6",,"10"
"1639864","29795","6",,"3"
"1773312","33119","6",,"6"
"917181","3794","7",,"6"
"3411240","34314","7",,"3"
"834481","2140","7",,"3"
"3493910","14297","10",,"14"
"1134584","12089","10",,"15"
"1326532","17722","8",,"1"
"1043732","7095","8",,"5"
"1407780","20284","6",,"6"
"3486109","36529","Anganwadi Class",,"22"
"3500315","20258","8","D","1"
"1604981","29029","7",,"3"
"1085181","11026","7",,"7"
"1007184","6364","10",,"8"
"1653881","29729","9",,"5"
"891431","3279","7",,"11"
"1130634","12010","10",,"10"
"944781","4346","7",,"19"
"1542931","27788","7",,"20"
"1025230","6725","6",,"8"
"1055780","10438","6",,"5"
"1346430","18120","6",,"2"
"1747339","32058","3",,"27"
"1145382","12305","8",,"21"
"1932404","32879","2",,"48"
"3491267","14229","9",,"4"
"1180781","13013","7",,"6"
"1879368","32459","7",,"9"
"1107082","11539","8",,"5"
"1681183","31789","6",,"5"
"1357630","18344","6",,"8"
"1015732","6535","8",,"7"
"1506933","25224","9",,"5"
"1394026","20009","2",,"47"
"3501325","13003","8",,"3"
"821034","1871","10",,"3"
"1360830","18408","6",,"17"
"3490850","11237","9",,"2"
"1395383","20036","9",,"5"
"1263933","14676","9",,"9"
"1060830","10539","6",,"2"
"1149381","12385","7",,"6"
"848480","2420","6",,"2"
"1931269","33219","2",,"5"
"1197932","13356","8",,"3"
"842433","2299","9",,"10"
"3409590","34204","7",,"3"
"1541031","27750","7",,"4"
"1614934","29228","10",,"13"
"1689455","31681","7",,"4"
"3491547","13942","9",,"9"
"1826934","32638","8",,"50"
"1853366","32766","5",,"4"
"1089032","11103","8",,"1"
"3499966","35107","8",,"8"
"3493995","29211","10",,"12"
"1387682","19882","8",,"5"
"1625230","29434","6",,"14"
"1579281","28515","7",,"6"
"943180","4314","6",,"12"
"1237981","14157","7",,"12"
"999532","5441","8",,"28"
"1277084","14939","10",,"19"
"1083931","11001","7",,"1"
"1879839","32930","7",,"8"
"1747916","32551","3",,"16"
"920630","3863","6",,"1"
"3492043","17113","9",,"1"
"1116632","11730","8",,"3"
"985033","5151","9",,"2"
"1463280","24351","6",,"7"
"1749639","32789","6","A","14"
"1747293","32012","3",,"35"
"1112332","11644","8",,"3"
"3500669","16919","8",,"7"
"1285834","15115","10",,"2"
"3490817","11417","9",,"3"
"1386082","19850","8",,"1"
"1932567","33042","2",,"8"
"3501224","36290","8","B","45"
"1308334","17358","10",,"7"
"1030930","6839","6",,"27"
"3491925","28071","9",,"1"
"1479580","24677","6",,"14"
"1327332","17738","8",,"1"
"1084483","11012","9",,"5"
"1932179","32654","2",,"21"
"1554184","28013","10",,"12"
"1226032","13918","8",,"8"
"1831828","33076","5","C","18"
"1748239","32874","3",,"14"
"1230983","14017","9",,"16"
"1466793","24421","9","A","5"
"942031","4291","7",,"1"
"1028981","6800","7",,"8"
"1853149","32549","5",,"8"
"1747946","32581","3",,"4"
"855431","2559","7",,"60"
"1774572","32900","6",,"14"
"1640132","30125","6",,"10"
"1640197","30127","6",,"19"
"971681","4884","7",,"13"
"3444761","35274","7",,"21"
"3485514","36196","3",,"9"
"1600131","28932","7",,"1"
"822333","1897","9",,"7"
"1277380","14945","6",,"1"
"1383981","19808","7",,"10"
"2170022","29692","Anganwadi Class",,"20"
"1401983","20168","9",,"7"
"1236980","14137","6",,"25"
"3500429","35024","8",,"1"
"1932959","32034","4","A","12"
"1298831","17168","7",,"6"
"1853073","32473","5",,"25"
"3500797","17777","8",,"3"
"3491893","27833","9",,"9"
"3489495","20413","9",,"3"
"1681156","31658","6",,"1"
"1226934","13936","10",,"13"
"1420591","23497","7","A","24"
"1517532","25436","8",,"1"
"1521130","25508","6",,"20"
"910433","3659","9",,"7"
"2169358","30496","Anganwadi Class",,"30"
"905881","3568","7",,"21"
"982233","5095","9",,"3"
"1137834","12154","10",,"6"
"1163281","12663","7",,"4"
"1061433","10551","9",,"1"
"881630","3083","6",,"21"
"1879457","32548","7",,"5"
"1390181","19932","7",,"3"
"3494047","29180","10",,"6"
"1129281","11983","7",,"23"
"974784","4946","10",,"7"
"1596833","28866","9",,"6"
"3441581","35186","8",,"89"
"1958359","32531","4",,"6"
"1231680","14031","6",,"11"
"976180","4974","6",,"13"
"3482684","36061","4",,"4"
"1151933","12436","9",,"10"
"904031","3531","7",,"17"
"1937592","32128","4","D","10"
"1116080","11719","6",,"7"
"864932","2749","8",,"3"
"1931523","32082","2",,"9"
"3490758","11624","9",,"4"
"912382","3698","8",,"2"
"1931514","32073","2",,"17"
"1340383","17999","9",,"1"
"3501158","34843","8",,"6"
"1852660","33412","5",,"16"
"1400231","20133","7",,"2"
"1187333","13144","9",,"5"
"1461732","24320","8",,"5"
"1878748","33285","7",,"36"
"1620531","29340","7",,"3"
"3499037","23565","10",,"9"
"1243780","14273","6",,"35"
"1773430","33237","6",,"10"
"1318230","17556","6",,"3"
"3490318","15067","9",,"1"
"3491151","27693","9",,"1"
"939181","4234","7",,"38"
"1039533","7011","9",,"4"
"1063784","10598","10",,"8"
"3500492","5171","8",,"9"
"1373181","18655","7",,"1"
"836182","2174","8",,"9"
"1023984","6700","10",,"9"
"1359580","18383","6",,"6"
"1852388","33263","5",,"37"
"1651569","30028","7",,"9"
"870130","2853","6",,"3"
"896631","3383","7",,"16"
"842583","2302","9",,"7"
"1385551","19839","7","B","12"
"1550281","27935","7",,"5"
"1905727","32506","9",,"9"
"3480554","35990","4",,"4"
"966831","4787","7",,"10"
"1479481","24675","7",,"23"
"1934960","32466","4","B","18"
"1331934","17830","10",,"1"
"1685562","31787","8",,"2"
"3491623","14958","9",,"3"
"1853322","32722","5",,"6"
"1645620","30102","8",,"12"
"1747306","32025","3",,"17"
"1378632","19701","8",,"6"
"1092782","11178","8",,"3"
"1853055","32455","5",,"37"
"3411612","34339","6",,"2"
"3486874","34982","6",,"1"
"1412980","20388","6",,"8"
"1957657","32000","4",,"21"
"1280381","15006","7",,"13"
"1216281","13723","7",,"11"
"3406761","34126","Anganwadi Class",,"6"
"1957485","33132","4",,"5"
"1852324","33199","5",,"21"
"3419520","34866","7",,"3"
"3473404","35465","7",,"7"
"1168032","12758","8",,"2"
"1178330","12964","6",,"1"
"3489519","17395","9",,"3"
"2169853","30303","Anganwadi Class",,"15"
"1351181","18215","7",,"1"
"942880","4308","6",,"7"
"833930","2129","6",,"6"
"1472731","24540","7",,"3"
"1524284","25571","10",,"8"
"821730","1885","6",,"19"
"1545781","27845","7",,"1"
"1878800","33337","7",,"6"
"1361280","18417","6",,"2"
"1497881","25043","7",,"19"
"1530382","25693","8",,"4"
"1061582","10554","8",,"2"
"1535981","25805","7",,"1"
"1747790","32425","3",,"1"
"934782","4146","8",,"4"
"1681282","31805","6",,"5"
"1607131","29072","7",,"4"
"3488592","31806","9",,"2"
"1433884","23763","10",,"13"
"906732","3585","8",,"25"
"1689335","31568","7",,"6"
"1662926","30609","6",,"18"
"1958680","32852","4",,"31"
"3422727","35080","6",,"5"
"1852729","32129","5",,"15"
"3491603","14780","9",,"9"
"1664920","30802","9",,"14"
"1497131","25028","7",,"7"
"3422757","35082","6",,"1"
"1548284","27895","10",,"2"
"3490800","3519","9",,"16"
"1056780","10458","6",,"5"
"1747739","32374","3",,"2"
"3470398","35365","5",,"38"
"3491796","13978","9",,"3"
"828330","2017","6",,"12"
"1457130","24228","6",,"20"
"1572581","28381","7",,"4"
"1852875","32275","5",,"64"
"1879631","32722","7",,"5"
"1220381","13805","7",,"7"
"1268231","14762","7",,"26"
"1642773","30037","10",,"9"
"1117932","11756","8",,"5"
"1662924","30610","6",,"21"
"1238981","14177","7",,"37"
"1020731","6635","7",,"2"
"3485107","36148","Anganwadi Class",,"39"
"835133","2153","9",,"4"
"1353480","18261","6",,"4"
"1449433","24074","9",,"5"
"3486829","36213","6",,"11"
"1438230","23850","6",,"14"
"1879350","32441","7",,"4"
"1957659","32002","4",,"29"
"1125234","11902","10",,"24"
"1543332","27796","8",,"5"
"1774733","33061","6",,"1"
"1879236","32327","7",,"23"
"3485593","36220","2",,"8"
"1369182","18575","8",,"4"
"3501282","12533","8",,"2"
"908030","3611","6",,"31"
"846230","2375","6",,"16"
"1044282","7106","8",,"2"
"1747756","32391","3",,"10"
"1246933","14336","9",,"8"
"1414482","20418","8",,"3"
"1549430","27918","6",,"5"
"1827137","32840","8",,"29"
"937482","4200","8",,"5"
"3490691","18628","9",,"2"
"1403380","20196","6",,"10"
"1685528","31575","8",,"3"
"1271576","14829","2",,"41"
"1326581","17723","7",,"2"
"1583782","28605","8",,"2"
"1617483","29279","9",,"10"
"3486377","36230","4",,"8"
"1852716","32116","5",,"1"
"1254131","14480","7",,"15"
"1013281","6486","7",,"3"
"3491591","2228","9","A","4"
"1354382","18279","8",,"29"
"1597682","28883","8",,"10"
"3489103","3752","9",,"1"
"1828173","32392","5","A","17"
"1932304","32779","2",,"6"
"3486458","36176","5",,"3"
"970931","4869","7",,"5"
"1773506","32009","6",,"16"
"1547731","27884","7",,"5"
"1083432","10991","8",,"3"
"1462830","24342","6",,"7"
"3419850","34888","7",,"4"
"3486622","36225","6",,"51"
"1514334","25372","10",,"11"
"1622231","29374","7",,"8"
"2168498","30382","Anganwadi Class",,"44"
"3489215","19607","9",,"1"
"3487538","34618","7",,"2"
"1803928","32973","8","B","23"
"1295282","17097","8",,"3"
"936982","4190","8",,"4"
"1217133","13740","9",,"3"
"3499816","31149","6",,"8"
"1685601","31588","8",,"5"
"1639878","30083","6",,"47"
"1051480","10352","6",,"1"
"1059131","10505","7",,"8"
"1471131","24508","7",,"2"
"1244133","14280","9",,"11"
"3490440","11572","9",,"1"
"3489386","23946","9",,"5"
"864482","2740","8",,"28"
"1416980","20468","6",,"17"
"1294230","17076","6",,"3"
"3490942","5295","9",,"1"
"1171382","12825","8",,"2"
"1931244","33194","2",,"8"
"3493389","20372","10",,"2"
"1449983","24085","9",,"29"
"1663698","30555","8",,"13"
"1773886","32214","6",,"16"
"1273532","14868","8",,"10"
"1511530","25316","6",,"14"
"1261180","14621","6",,"21"
"1852859","32259","5",,"15"
"3440213","35148","8",,"37"
"3489109","10892","9",,"1"
"1390180","19932","6",,"6"
"1651046","29729","7",,"23"
"1931768","32243","2",,"4"
"1082682","10976","8",,"1"
"1773557","33329","6",,"6"
"979581","5042","7",,"4"
"1905319","32098","9",,"22"
"1042680","7074","6",,"3"
"991883","5288","9",,"8"
"1774084","32412","6",,"2"
"1852709","32109","5",,"12"
"1878635","33207","7",,"14"
"820180","1854","6",,"7"
"3489382","10931","9",,"2"
"3489995","11814","9",,"2"
"3479597","35958","5",,"7"
"1162133","12640","9",,"11"
"824682","1944","8",,"4"
"1346834","18128","10",,"3"
"900581","3462","7",,"8"
"3500807","34438","8",,"1"
"1429331","23672","7",,"12"
"1878831","31970","7",,"6"
"1601081","28951","7",,"6"
"2165609","33516","7",,"4"
"3486493","35365","4","B","7"
"1416130","20451","6",,"7"
"1448080","24047","6",,"12"
"3485964","36385","Anganwadi Class",,"12"
"1537031","25826","7",,"15"
"900480","3460","6",,"5"
"1235582","14109","8",,"1"
"1651285","29714","7",,"9"
"1662915","30618","6",,"8"
"1368880","18569","6",,"4"
"1094232","11207","8",,"12"
"1080931","10941","7",,"2"
"3481244","36013","4",,"8"
"3487172","24220","7","D","1"
"3488174","34979","8",,"3"
"3481304","36015","4",,"2"
"1685624","31801","8",,"3"
"3490818","11216","9",,"2"
"1169633","12790","9",,"3"
"1593881","28807","7",,"13"
"1223483","13867","9",,"5"
"1360980","18411","6",,"3"
"823634","1923","10",,"3"
"1403631","20201","7",,"23"
"996233","5375","9",,"9"
"1011782","6456","8",,"3"
"1645550","29803","8",,"1"
"1176730","12932","6",,"6"
"978432","5019","8",,"1"
"1000201","5454","7","B","7"
"3491114","27810","9",,"2"
"1879854","32945","7",,"10"
"3489463","10649","9",,"2"
